"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 4.14913022198168 0.0171412700679499 0.536464526145957 3.05476850387226 3.77227112315959 4.2122332433367 4.58356997347662 4.94629017514915 979.481017938959 0.999134708925276
"r_lock_1" 0.202230507243658 0.00118714148238749 0.0357842267048068 0.1557015845329 0.173894624241584 0.194293800819742 0.223364936534366 0.28527649838917 908.611672025837 0.999948700298437
"gamma_s" 0.376182261883525 0.00327098836815715 0.118987961410773 0.202098440599599 0.288819185959371 0.354724871702634 0.441144827014135 0.663482607401664 1323.26872547164 1.00037538018373
"gamma_H" 0.164475263497818 0.00111258805833209 0.0286655068301453 0.12283212546864 0.14434575439295 0.15892713168163 0.179225891349763 0.233233777376614 663.820196060723 1.00713290444574
"gamma_ICU" 0.163073834540889 0.000914950734895629 0.0353682409512046 0.109616175582454 0.138672894876803 0.158175267458254 0.180405885414893 0.246849695985906 1494.27833763923 1.000725004756
"eps_H_ICU" 0.199314011794776 0.00222542564682253 0.0660567647144907 0.107762682143303 0.153259869735022 0.18765662965471 0.231603115935798 0.363604109404325 881.065956904847 1.00014703046975
"eps_H_x" 0.0483125243484855 0.000434164509779369 0.0138201629772885 0.0268884818915933 0.0385815590491009 0.0466514730231838 0.0559359698872961 0.0797727065182705 1013.25251344432 1.00054759484558
"eps_ICU_x" 0.0996596228056717 0.00160630437722676 0.051058149682627 0.0185099235486842 0.0603605455558992 0.0934979206038248 0.133182615224749 0.211167993799205 1010.35607871321 1.00437778733785
"r_d_s" 0.0680956311731065 0.00148722963557997 0.0449334367719451 0.0135915959209827 0.0358392735991378 0.0582429341581251 0.0878231203067855 0.181506834736344 912.815934442016 1.0001684220948
"r_d_a" 0.178845164696777 0.00275985886592931 0.102288677445906 0.0337770279303058 0.100197450671172 0.161273216428045 0.236038489599487 0.426583808279533 1373.66672904448 1.00045661359858
